replicate	sample_size	architecture	ld_policy	n_trait1_causal	n_trait2_causal	n_shared_causal	completed	fit1_converged	fit2_converged	comparable_pairs	max_pp_h4_susie	pp_h4_abf	trait1_all_causal_in_cs	trait2_all_causal_in_cs	runtime_seconds	error
12	20000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	15	6.8021625452619e-05	3.64392668359933e-19	FALSE	FALSE	3.13999999999999	
12	20000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	25	0.970849892315457	3.64392668359933e-19	FALSE	TRUE	1.61000000000001	
13	2000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.102177397487645	0.051007457045793	TRUE	TRUE	0.0299999999999727	
13	2000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	1	0.102177397487645	0.051007457045793	TRUE	TRUE	0.0400000000000205	
13	2000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	4	0.109964402195852	0.051007457045793	TRUE	TRUE	0.0499999999999829	
13	2000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	4	0.989050584695624	0.990996705735854	TRUE	TRUE	0.039999999999992	
13	2000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	9	0.988312025811949	0.990996705735854	FALSE	TRUE	0.0800000000000125	
13	2000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	9	0.992495108486941	0.990996705735854	TRUE	TRUE	0.0799999999999841	
13	2000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	4	0.339925420355483	0.352319498238911	TRUE	TRUE	0.0300000000000011	
13	2000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	9	0.163896417414321	0.352319498238911	TRUE	TRUE	0.0600000000000023	
13	2000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	12	0.0207235449755198	0.352319498238911	TRUE	TRUE	0.0900000000000034	
13	2000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	0.00124607100312979	0.00018908741950907	TRUE	TRUE	0.0300000000000011	
13	2000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	1	0.00124607100312979	0.00018908741950907	TRUE	TRUE	0.0499999999999829	
13	2000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	1	0.00105835134318379	0.00018908741950907	TRUE	TRUE	0.0500000000000114	
13	5000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	2	0.992006908885946	0.992275092639865	TRUE	TRUE	0.0300000000000011	
13	5000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	5	0.990350498984462	0.992275092639865	TRUE	TRUE	0.0900000000000034	
13	5000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	12	0.995736036897602	0.992275092639865	TRUE	TRUE	0.0600000000000023	
13	5000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	4	0.811879951125177	0.589104666036593	TRUE	TRUE	0.0699999999999932	
13	5000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	6	0.889318249502316	0.589104666036593	FALSE	TRUE	0.0800000000000125	
13	5000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	5	0.325407373669396	0.589104666036593	TRUE	TRUE	0.0599999999999739	
13	5000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	4	0.790797495328558	0.935253683820676	TRUE	FALSE	0.0800000000000125	
13	5000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	6	0.991295492338168	0.935253683820676	TRUE	TRUE	0.0900000000000034	
13	5000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	25	0.993764772334375	0.935253683820676	TRUE	TRUE	0.0799999999999841	
13	5000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	4	0.0271147692598664	0.00925720424325891	TRUE	TRUE	0.0600000000000023	
13	5000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	4	0.0601247890785765	0.00925720424325891	TRUE	TRUE	0.0500000000000114	
13	5000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	8	0.0947019832638021	0.00925720424325891	TRUE	TRUE	0.0300000000000011	
13	20000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	2	0.994922138618606	0.99496006074675	TRUE	TRUE	0.0300000000000011	
13	20000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	25	0.999999999805929	0.99496006074675	FALSE	TRUE	0.580000000000013	
13	20000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	25	1	0.99496006074675	FALSE	FALSE	0.139999999999986	
13	20000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	4	0.999879024896031	0.952811636474571	TRUE	TRUE	0.039999999999992	
13	20000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	25	0.999999993374516	0.952811636474571	FALSE	FALSE	0.280000000000001	
13	20000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	25	0.999999242260411	0.952811636474571	FALSE	TRUE	0.0800000000000125	
13	20000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	4	0.974181744547941	0.00158100956166419	TRUE	FALSE	0.0800000000000125	
13	20000	shared_plus_specific	EAS_substituted	2	2	1	FALSE	NA	NA	NA	NA	NA	NA	NA	3.44999999999999	susie_rss() did not converge in 1000 iterations. Try running with run_until_convergence=TRUE
13	20000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	25	0.598204847482795	0.00158100956166419	TRUE	FALSE	0.0800000000000125	
13	20000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	3.04817708668014e-26	1.37122543287906e-26	TRUE	TRUE	0.0300000000000011	
13	20000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	15	0.999999961776276	1.37122543287906e-26	TRUE	TRUE	1.97999999999999	
13	20000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	25	0.755099886408889	1.37122543287906e-26	FALSE	TRUE	0.129999999999995	
14	2000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.527853883995432	0.461252366876896	TRUE	TRUE	0.0300000000000011	
14	2000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	3	0.25290897716599	0.461252366876896	TRUE	TRUE	0.0600000000000023	
14	2000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	2	0.0915504676162118	0.461252366876896	TRUE	TRUE	0.0600000000000023	
14	2000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	1	0.142393675683748	0.0785668945401256	TRUE	TRUE	0.0400000000000205	
14	2000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	1	0.142393675683748	0.0785668945401256	TRUE	TRUE	0.0299999999999727	
14	2000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	9	0.00185309458674823	0.0785668945401256	TRUE	TRUE	0.0700000000000216	
14	2000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	2	0.0254703155922922	0.0205625769311459	TRUE	TRUE	0.0499999999999829	
14	2000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	2	0.0371411435713612	0.0205625769311459	TRUE	TRUE	0.0500000000000114	
14	2000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	5	0.0834336366421538	0.0205625769311459	TRUE	TRUE	0.0799999999999841	
14	2000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	0.0937609519455857	0.0731295166550303	TRUE	TRUE	0.0300000000000011	
14	2000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	2	0.0847241288967062	0.0731295166550303	TRUE	TRUE	0.0699999999999932	
14	2000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	8	0.19160130639334	0.0731295166550303	TRUE	TRUE	0.0600000000000023	
14	5000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.998835127315377	0.998850930140911	TRUE	TRUE	0.0500000000000114	
14	5000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	8	0.99842257050741	0.998850930140911	TRUE	TRUE	0.0599999999999739	
14	5000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	20	0.998924841970597	0.998850930140911	TRUE	TRUE	0.0800000000000125	
14	5000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	4	0.990511412423772	0.977020439287062	TRUE	TRUE	0.0900000000000034	
14	5000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	6	0.99812651902219	0.977020439287062	TRUE	TRUE	0.109999999999985	
14	5000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	20	0.99768966934191	0.977020439287062	FALSE	TRUE	0.0600000000000023	
14	5000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	2	0.862324646871052	0.578108402075608	TRUE	FALSE	0.0500000000000114	
14	5000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	4	0.96537407315227	0.578108402075608	TRUE	FALSE	0.0799999999999841	
14	5000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	10	0.379050379012261	0.578108402075608	FALSE	TRUE	0.110000000000014	
14	5000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	3.12708036598716e-07	1.925446332629e-07	TRUE	TRUE	0.0300000000000011	
14	5000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	10	0.936670265367555	1.925446332629e-07	TRUE	FALSE	0.870000000000005	
14	5000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	25	0.454763458968054	1.925446332629e-07	TRUE	TRUE	0.25	
14	20000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	2	0.999000147762735	0.999000138212027	TRUE	TRUE	0.0300000000000011	
14	20000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	20	0.999000998716104	0.999000138212027	TRUE	TRUE	0.640000000000015	
14	20000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	25	0.999812797228997	0.999000138212027	TRUE	FALSE	1.41	
14	20000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	4	0.998807080835778	0.0563828051405491	TRUE	TRUE	0.0600000000000023	
14	20000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	25	0.999000999544905	0.0563828051405491	TRUE	FALSE	2.00999999999999	
14	20000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	25	0.999990128579733	0.0563828051405491	FALSE	FALSE	1.5	
14	20000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	4	0.979755778584054	0.630586242385374	TRUE	TRUE	0.0600000000000023	
14	20000	shared_plus_specific	EAS_substituted	2	2	1	FALSE	NA	NA	NA	NA	NA	NA	NA	3.53	susie_rss() did not converge in 1000 iterations. Try running with run_until_convergence=TRUE
14	20000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	25	1	0.630586242385374	FALSE	FALSE	2.91	
14	20000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	4	0.105730361833811	1.20333880017415e-12	TRUE	TRUE	0.0499999999999829	
14	20000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	20	0.674825706651147	1.20333880017415e-12	TRUE	FALSE	0.980000000000018	
14	20000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	25	0.999999405685535	1.20333880017415e-12	TRUE	FALSE	0.0799999999999841	
15	2000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	3	0.00301877688915629	0.0116602391390946	TRUE	TRUE	0.0900000000000034	
15	2000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	6	0.00231057686754325	0.0116602391390946	TRUE	TRUE	0.0999999999999943	
15	2000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	4	0.00151625699431937	0.0116602391390946	TRUE	TRUE	0.0600000000000023	
15	2000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	4	0.942380558753155	0.945596852785898	TRUE	TRUE	0.0600000000000023	
15	2000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	6	0.921623400800631	0.945596852785898	TRUE	TRUE	0.100000000000023	
15	2000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	4	0.225676108120593	0.945596852785898	TRUE	TRUE	0.0699999999999932	
15	2000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	2	0.0527186150399286	0.110614447737183	TRUE	TRUE	0.0600000000000023	
15	2000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	4	0.12923090246808	0.110614447737183	TRUE	TRUE	0.0600000000000023	
15	2000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	3	0.131562222804509	0.110614447737183	FALSE	TRUE	0.110000000000014	
15	2000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	0.0721481820130567	0.0369906398415884	TRUE	TRUE	0.0300000000000011	
15	2000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	3	0.0631067196560937	0.0369906398415884	TRUE	TRUE	0.0699999999999932	
15	2000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	10	0.0901243453994209	0.0369906398415884	TRUE	TRUE	0.0600000000000023	
15	5000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.992826709538696	0.992911321990589	TRUE	TRUE	0.0300000000000011	
15	5000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	6	0.991800102743806	0.992911321990589	TRUE	TRUE	0.0600000000000023	
15	5000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	16	0.998885908718502	0.992911321990589	TRUE	TRUE	0.0699999999999932	
15	5000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	4	0.922398046805192	0.928040342309351	TRUE	TRUE	0.100000000000023	
15	5000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	12	0.96539594674403	0.928040342309351	TRUE	FALSE	0.429999999999978	
15	5000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	8	0.224933941374337	0.928040342309351	TRUE	TRUE	0.0999999999999943	
15	5000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	2	0.982818417186732	0.982874959049042	TRUE	TRUE	0.0600000000000023	
15	5000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	10	0.997967627371571	0.982874959049042	TRUE	FALSE	0.110000000000014	
15	5000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	25	0.999999998979661	0.982874959049042	TRUE	TRUE	0.0900000000000034	
15	5000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	0.046873477729853	0.0185562435395298	TRUE	TRUE	0.0300000000000011	
15	5000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	2	0.109837221488067	0.0185562435395298	TRUE	TRUE	0.0699999999999932	
15	5000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	4	0.0323536844884263	0.0185562435395298	TRUE	TRUE	0.039999999999992	
15	20000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.993236195426135	0.993208225022722	TRUE	TRUE	0.0500000000000114	
15	20000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	25	0.999280119789122	0.993208225022722	FALSE	FALSE	4.75999999999999	
15	20000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	25	1	0.993208225022722	TRUE	TRUE	0.0900000000000034	
15	20000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	4	0.993455167134425	0.99240121782211	TRUE	TRUE	0.0699999999999932	
15	20000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	25	1	0.99240121782211	TRUE	TRUE	3.58000000000001	
15	20000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	25	0.999999999999943	0.99240121782211	FALSE	TRUE	0.0699999999999932	
15	20000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	6	0.131282480805527	9.97413818183419e-05	TRUE	TRUE	0.0799999999999841	
15	20000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	25	0.999999999998835	9.97413818183419e-05	TRUE	FALSE	1.97	
15	20000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	25	1	9.97413818183419e-05	FALSE	TRUE	0.0600000000000023	
15	20000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	3.9915392440497e-16	2.27001972230791e-16	TRUE	TRUE	0.0300000000000011	
15	20000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	20	0.999999919168797	2.27001972230791e-16	TRUE	TRUE	3.38	
15	20000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	25	0.00786818114417438	2.27001972230791e-16	TRUE	TRUE	0.120000000000005	
16	2000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.101844679843465	0.0536703180119064	TRUE	TRUE	0.0400000000000205	
16	2000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	1	0.101844679843465	0.0536703180119064	TRUE	TRUE	0.0299999999999727	
16	2000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	2	0.00455929285719934	0.0536703180119064	TRUE	TRUE	0.0400000000000205	
16	2000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	1	0.967492401604443	0.967055351998747	TRUE	TRUE	0.0499999999999829	
16	2000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	1	0.967492401604443	0.967055351998747	TRUE	TRUE	0.0300000000000011	
16	2000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	15	0.258276325918528	0.967055351998747	TRUE	TRUE	0.140000000000015	
16	2000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	6	0.0277474605330239	0.425116408213466	TRUE	TRUE	0.0999999999999943	
16	2000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	6	0.0241143957736758	0.425116408213466	TRUE	TRUE	0.0600000000000023	
16	2000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	6	0.0110613616670628	0.425116408213466	TRUE	TRUE	0.0799999999999841	
16	2000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	0.278908137805122	0.174605738234612	TRUE	TRUE	0.0300000000000011	
16	2000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	2	0.299161241966554	0.174605738234612	FALSE	TRUE	0.0400000000000205	
16	2000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	5	0.134574650216502	0.174605738234612	FALSE	TRUE	0.0799999999999841	
16	5000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.981723359229809	0.981649436005748	TRUE	TRUE	0.0300000000000011	
16	5000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	1	0.981723359229809	0.981649436005748	TRUE	TRUE	0.0300000000000011	
16	5000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	25	0.998876815231812	0.981649436005748	TRUE	TRUE	0.159999999999997	
16	5000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	2	0.968733838339563	0.968508797983435	TRUE	TRUE	0.039999999999992	
16	5000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	6	0.999860920156581	0.968508797983435	TRUE	FALSE	0.110000000000014	
16	5000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	25	0.999998741107415	0.968508797983435	TRUE	FALSE	0.180000000000007	
16	5000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	2	0.188316885131506	0.587484155051536	TRUE	TRUE	0.039999999999992	
16	5000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	6	0.877395374589306	0.587484155051536	TRUE	TRUE	0.0600000000000023	
16	5000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	25	0.940931759099196	0.587484155051536	FALSE	TRUE	0.0900000000000034	
16	5000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	0.8975847223667	0.885833181172964	TRUE	TRUE	0.0400000000000205	
16	5000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	2	0.957343407153792	0.885833181172964	FALSE	TRUE	0.0699999999999932	
16	5000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	10	0.56094967543026	0.885833181172964	TRUE	TRUE	0.0699999999999932	
16	20000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	2	0.996821270051814	0.996931561660917	TRUE	TRUE	0.039999999999992	
16	20000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	15	0.999999999523958	0.996931561660917	FALSE	FALSE	0.689999999999998	
16	20000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	25	1	0.996931561660917	FALSE	FALSE	0.140000000000015	
16	20000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	6	0.945091315950659	0.94431819164592	TRUE	TRUE	0.0600000000000023	
16	20000	two_shared	EAS_substituted	2	2	2	FALSE	NA	NA	NA	NA	NA	NA	NA	4.01999999999998	susie_rss() did not converge in 1000 iterations. Try running with run_until_convergence=TRUE
16	20000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	25	0.999892066876227	0.94431819164592	FALSE	TRUE	0.0800000000000125	
16	20000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	2	0.0436083419457667	4.12972657441784e-05	FALSE	FALSE	0.039999999999992	
16	20000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	20	0.999999999998224	4.12972657441784e-05	FALSE	TRUE	1.06999999999999	
16	20000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	25	1	4.12972657441784e-05	FALSE	FALSE	0.120000000000005	
16	20000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	0.00018037793717465	0.000148135893564214	TRUE	TRUE	0.0300000000000011	
16	20000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	25	0.999999536410386	0.000148135893564214	FALSE	FALSE	2.33000000000001	
16	20000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	25	0.381334707918234	0.000148135893564214	FALSE	FALSE	2.35999999999999	
17	2000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.153173811972577	0.0911209086486631	TRUE	TRUE	0.0300000000000011	
17	2000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	1	0.153173811972577	0.0911209086486631	TRUE	TRUE	0.0300000000000011	
17	2000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	3	0.0231018472083463	0.0911209086486631	TRUE	TRUE	0.0300000000000011	
17	2000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	3	0.0107894180903688	0.123112233141358	TRUE	TRUE	0.0699999999999932	
17	2000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	2	0.0106005747168287	0.123112233141358	TRUE	TRUE	0.0400000000000205	
17	2000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	4	0.00281122067017393	0.123112233141358	TRUE	TRUE	0.0499999999999829	
17	2000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	1	0.00870677201151039	0.00197473082351987	TRUE	TRUE	0.0300000000000011	
17	2000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	3	0.0086830236692854	0.00197473082351987	TRUE	TRUE	0.0200000000000102	
17	2000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	6	0.00120536778759849	0.00197473082351987	TRUE	TRUE	0.0600000000000023	
17	2000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	0.0292602852488906	0.0162056577898483	TRUE	TRUE	0.0200000000000102	
17	2000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	1	0.0292602852488906	0.0162056577898483	TRUE	TRUE	0.0299999999999727	
17	2000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	8	0.00147238600871676	0.0162056577898483	TRUE	TRUE	0.0900000000000034	
17	5000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.986040133538308	0.986167415605795	TRUE	TRUE	0.0300000000000011	
17	5000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	3	0.985648771848733	0.986167415605795	TRUE	TRUE	0.0500000000000114	
17	5000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	20	0.96032804335568	0.986167415605795	TRUE	TRUE	0.0900000000000034	
17	5000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	4	0.894228006627799	0.928993308594945	TRUE	TRUE	0.0600000000000023	
17	5000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	9	0.394433801757559	0.928993308594945	TRUE	TRUE	0.0799999999999841	
17	5000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	20	0.99742181753607	0.928993308594945	TRUE	FALSE	0.0800000000000125	
17	5000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	2	0.973704609655355	0.978679350741075	TRUE	FALSE	0.0499999999999829	
17	5000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	15	0.955003237773803	0.978679350741075	FALSE	TRUE	0.840000000000003	
17	5000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	25	0.999321274021556	0.978679350741075	FALSE	TRUE	0.0800000000000125	
17	5000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	0.000197384111575535	0.000133547289403882	TRUE	TRUE	0.0300000000000011	
17	5000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	1	0.000197384111575535	0.000133547289403882	TRUE	TRUE	0.0300000000000011	
17	5000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	16	0.563227360190126	0.000133547289403882	TRUE	FALSE	0.0499999999999829	
17	20000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	2	0.985861533745384	0.985870120967981	TRUE	TRUE	0.0199999999999818	
17	20000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	25	1	0.985870120967981	FALSE	FALSE	1.59	
17	20000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	25	0.999998045113386	0.985870120967981	TRUE	FALSE	1.24000000000001	
17	20000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	4	0.98024545819646	6.71806978208565e-10	TRUE	TRUE	0.0500000000000114	
17	20000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	20	0.999999999982634	6.71806978208565e-10	FALSE	FALSE	2.52999999999997	
17	20000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	25	0.999999999834074	6.71806978208565e-10	FALSE	FALSE	0.0600000000000023	
